Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Action Unit 01 - Inner Brow Raiser,Action Unit 02 - Outer Brow Raiser,Action Unit 04 - Brow Lowerer,Action Unit 05 - Upper Lid Raiser,Action Unit 06 - Cheek Raiser,Action Unit 07 - Lid Tightener,Action Unit 09 - Nose Wrinkler,Action Unit 10 - Upper Lip Raiser,Action Unit 12 - Lip Corner Puller,Action Unit 14 - Dimpler,Action Unit 15 - Lip Corner Depressor,Action Unit 17 - Chin Raiser,Action Unit 18 - Lip Puckerer,Action Unit 20 - Lip Stretcher,Action Unit 23 - Lip Tightener,Action Unit 24 - Lip Pressor,Action Unit 25 - Lips Part,Action Unit 26 - Jaw Drop,Action Unit 27 - Mouth Stretch,Action Unit 43 - Eyes Closed,Stimulus,Event Marker,Interest,Boredom,Confusion
01:44.0,0.3800193,0.001508123,0.5379491,0.04362802,0.1825598,0.03243544,0.01941921,-0.536441,0.5584024,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.0,0.3918481,0.001710486,0.5272275,0.04163944,0.1725626,0.03162671,0.01886802,-0.525517,0.5551111,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.1,0.4037814,0.001973404,0.5159467,0.03960792,0.1628446,0.03076494,0.01830577,-0.5139733,0.5515212,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.1,0.4155367,0.002259899,0.5047625,0.03749311,0.1535065,0.02984117,0.01774245,-0.5025026,0.5476521,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.1,0.4267741,0.00255284,0.4943214,0.0354006,0.1446102,0.0290044,0.01721227,-0.4917686,0.5436819,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.2,0.4381457,0.002871855,0.4843059,0.03327548,0.1363105,0.02809639,0.01667827,-0.4814341,0.5397849,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.2,0.4493813,0.003246079,0.4737076,0.03127812,0.1284606,0.02720121,0.01616259,-0.4704615,0.5358536,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.2,0.4608175,0.003626068,0.4628415,0.02934887,0.1210444,0.02625486,0.01565172,-0.4592154,0.5318927,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.3,0.4714237,0.004041083,0.4520791,0.02750842,0.1140664,0.02533266,0.01516909,-0.448038,0.5279064,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.3,0.4810035,0.004453668,0.442185,0.0257888,0.1074556,0.02439272,0.01470227,-0.4377314,0.523899,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.3,0.4894761,0.004850606,0.4332111,0.02419717,0.1012146,0.02349114,0.01427148,-0.4283606,0.5198743,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.4,0.4972709,0.005247079,0.4252796,0.02275088,0.0952761,0.02260729,0.01386408,-0.4200325,0.5158505,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.4,0.504398,0.005593517,0.4182787,0.02136541,0.08967462,0.0217217,0.01348331,-0.4126852,0.5118526,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.4,0.5109211,0.005909387,0.4120215,0.02009009,0.08441472,0.02086887,0.0131198,-0.4061122,0.5078818,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.5,0.5167406,0.006181,0.4067496,0.01893582,0.07951613,0.02004003,0.01278011,-0.4005686,0.5039393,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.5,0.5217807,0.006425464,0.4024262,0.01795449,0.07488012,0.01925477,0.01245226,-0.3960008,0.5000259,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.5,0.5258495,0.006602917,0.3992682,0.01711585,0.07063763,0.01855236,0.01218275,-0.3926652,0.496143,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.6,0.5300192,0.006780705,0.395964,0.01643137,0.06667537,0.01786721,0.01191618,-0.3891833,0.4922913,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.6,0.5338678,0.0069484,0.3929445,0.01593093,0.06300162,0.01721289,0.01166967,-0.3859961,0.4884721,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.6,0.5375118,0.007094176,0.3901407,0.01553254,0.05964056,0.01659166,0.01143891,-0.3830465,0.484686,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.7,0.5409565,0.007257902,0.3873599,0.01525038,0.05652015,0.01600815,0.01121628,-0.380102,0.4809331,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.7,0.5439879,0.007384886,0.3851962,0.01502999,0.05366069,0.01547593,0.01100887,-0.3778113,0.4772147,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.7,0.5462337,0.007460766,0.384104,0.01489268,0.05103245,0.01507512,0.01085345,-0.3766433,0.4735307,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.8,0.547541,0.007506174,0.3839531,0.01484054,0.04861153,0.01479084,0.01075094,-0.3764469,0.4697144,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.8,0.547956,0.007535494,0.3845946,0.01485509,0.04641646,0.01459734,0.01069064,-0.3770591,0.4659624,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.8,0.5457914,0.007502697,0.3883008,0.01457511,0.04421149,0.01435322,0.01067981,-0.3807981,0.4622738,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.9,0.5402109,0.007405161,0.3958817,0.01410265,0.04199666,0.0140147,0.0106807,-0.3884766,0.4586475,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.9,0.5316653,0.007275993,0.4065027,0.01350527,0.03990208,0.01359984,0.01066506,-0.3992267,0.4550824,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:44.9,0.5213134,0.00714024,0.419215,0.01286095,0.03797732,0.01314088,0.01069339,-0.4120747,0.4515775,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,No Stimulus,No Event Marker,0,0,0
01:45.0,0.5107202,0.006990337,0.4323661,0.01222952,0.03626323,0.01266998,0.01079394,-0.4253757,0.4480737,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,A,No Stimulus,No Event Marker,0,0,0
01:45.0,0.5005223,0.00683918,0.4452405,0.01162267,0.03470071,0.01218935,0.01093111,-0.4384013,0.4443668,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,A,No Stimulus,No Event Marker,0,0,0
01:45.0,0.4913995,0.006699911,0.4567594,0.01112183,0.03328304,0.01173607,0.01114503,-0.4500595,0.4404709,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,A,No Stimulus,No Event Marker,0,0,0
01:45.1,0.4820977,0.006562426,0.4675338,0.0107151,0.03198847,0.01130222,0.01139945,-0.4609714,0.4363995,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,A,No Stimulus,No Event Marker,0,0,0
01:45.1,0.4731628,0.006433571,0.4777489,0.01037828,0.03080995,0.01089664,0.01166652,-0.4713153,0.4321651,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.1,0.4646316,0.006317272,0.4872614,0.01017242,0.02977891,0.01052116,0.0119628,-0.4809442,0.4277799,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.2,0.4571319,0.006238515,0.495446,0.01017309,0.02888476,0.01020861,0.01225336,-0.4892075,0.4233426,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.2,0.4501232,0.006170585,0.5029045,0.01027232,0.02820903,0.009953302,0.012572,-0.496734,0.4187719,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.2,0.4442725,0.006111302,0.509604,0.01066278,0.0275681,0.00975776,0.01287636,-0.5034927,0.4142588,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.3,0.4395057,0.006067108,0.5147313,0.01123873,0.02709186,0.009632949,0.01316696,-0.5086642,0.4097099,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.3,0.4357539,0.006043426,0.5190046,0.01205978,0.0266307,0.009557744,0.0134298,-0.5129611,0.4052232,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.3,0.4332434,0.006028478,0.5219624,0.01303785,0.02621525,0.009529997,0.01365915,-0.5159339,0.4007984,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.4,0.4319332,0.006022256,0.5236661,0.01411597,0.02585549,0.009540928,0.0138564,-0.5176439,0.396435,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.4,0.4314105,0.006019205,0.5245342,0.01527872,0.02552114,0.00957905,0.01403626,-0.5185149,0.3921324,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.4,0.431758,0.006018216,0.5244227,0.0164571,0.02521374,0.009631068,0.01416934,-0.5184045,0.3878902,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.5,0.4323667,0.00600944,0.5236071,0.01774802,0.02501074,0.009697949,0.01428807,-0.5175977,0.3837078,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,A,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.5,0.4336503,0.005980454,0.5223203,0.01903218,0.02481603,0.009760531,0.01432776,-0.5163398,0.3795848,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,NotActive,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.5,0.43658,0.005959907,0.51966,0.02027434,0.02468311,0.00977933,0.01431786,-0.5137001,0.375521,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.6,0.4394574,0.005926214,0.5169162,0.02160625,0.02453528,0.009829507,0.01429423,-0.51099,0.3715152,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,B,No Stimulus,No Event Marker,0,0,0
01:45.6,0.4413168,0.005883582,0.5149357,0.02286759,0.02452422,0.009835608,0.01427774,-0.5090522,0.3674738,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.6,0.4429114,0.005847172,0.5135998,0.0241136,0.02448803,0.009811024,0.01427788,-0.5077527,0.3635473,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.7,0.4455251,0.00585026,0.5109882,0.0253326,0.02445068,0.00981643,0.01428343,-0.5051379,0.3598416,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.7,0.4476263,0.00586094,0.5090305,0.02642676,0.02441416,0.009833481,0.01434233,-0.5031696,0.3561602,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.7,0.4499779,0.005885738,0.506366,0.02762533,0.02437167,0.009874268,0.01442143,-0.5004803,0.3526908,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,B,NotActive,A,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.8,0.4515838,0.005898322,0.5044143,0.02874198,0.02442915,0.00990917,0.01453976,-0.498516,0.3491501,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,A,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.8,0.4514555,0.005888389,0.5048537,0.02977217,0.02442835,0.009923088,0.01470174,-0.4989653,0.3456317,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.8,0.4516712,0.005843604,0.5053833,0.0304275,0.02436852,0.009936634,0.01480282,-0.4995397,0.3422295,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.9,0.4510879,0.005761378,0.5074745,0.03113296,0.02425855,0.009894107,0.01487315,-0.5017131,0.3388522,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.9,0.449975,0.005671658,0.5104321,0.03169983,0.0241837,0.009827239,0.01494126,-0.5047604,0.3356525,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.9,0.449377,0.005580834,0.5128411,0.03232138,0.02403347,0.009789687,0.01498169,-0.5072603,0.3326446,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.0,0.4498715,0.005472446,0.5139186,0.03275444,0.02388058,0.009771596,0.01498034,-0.5084462,0.3298197,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.0,0.4506836,0.005354507,0.5141286,0.03316374,0.02379259,0.009769877,0.01497064,-0.508774,0.3271694,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.0,0.4513834,0.005233722,0.5144957,0.03355658,0.02369159,0.009784441,0.01494877,-0.509262,0.3246853,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.1,0.4517568,0.005107789,0.5150979,0.03404152,0.02357411,0.009837018,0.01494757,-0.5099902,0.32236,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.1,0.4517128,0.004979422,0.5162662,0.03443326,0.0234984,0.009936405,0.01493912,-0.5112867,0.3202521,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.1,0.4512926,0.004846008,0.517547,0.0346531,0.02348237,0.0100219,0.01494694,-0.512701,0.3182619,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.2,0.4509152,0.004714622,0.5187817,0.03476911,0.02342429,0.010114,0.01496432,-0.5140671,0.316384,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.2,0.4501101,0.004588575,0.520658,0.03492059,0.02333511,0.01018538,0.01500172,-0.5160694,0.3146135,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.2,0.4485622,0.004466116,0.5238336,0.03518137,0.02323717,0.01023928,0.01510727,-0.5193675,0.3127365,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.3,0.4462278,0.004343194,0.5279842,0.03525392,0.023138,0.01027492,0.01524221,-0.523641,0.3109685,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.3,0.4439117,0.004218268,0.5319721,0.03532794,0.02311139,0.01028901,0.01540283,-0.5277538,0.3091986,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.3,0.4411286,0.004105637,0.5364893,0.03533886,0.02307327,0.01030364,0.01557532,-0.5323837,0.3075337,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.4,0.437665,0.003990562,0.5421612,0.0353892,0.02301247,0.01028848,0.01577389,-0.5381706,0.3058626,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.4,0.433546,0.003876414,0.5485823,0.03529257,0.02299142,0.01031466,0.01598535,-0.5447059,0.3042924,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.4,0.4293066,0.003761536,0.5552617,0.03508047,0.02292591,0.0103658,0.01619733,-0.5515001,0.3028051,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.5,0.425726,0.00365056,0.5607773,0.03484223,0.02294714,0.01048635,0.01636218,-0.5571268,0.3015967,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.5,0.4230478,0.003554251,0.5651845,0.03462606,0.02294796,0.01062061,0.01649038,-0.5616303,0.3005589,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.5,0.4214511,0.003473982,0.5681046,0.03434778,0.02292738,0.01076444,0.01657813,-0.5646306,0.2996826,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.6,0.4208588,0.003397157,0.569943,0.03401676,0.02286511,0.01090196,0.01663584,-0.5665458,0.2990521,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,B,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.6,0.4205558,0.003332494,0.571494,0.03370692,0.02279327,0.01109097,0.01667714,-0.5681615,0.2986537,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.6,0.4206214,0.003269154,0.5726321,0.03342401,0.02268634,0.01133158,0.01670345,-0.5693629,0.2983815,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
